"","Destination.City","Origin.City","Airline.Status","Age","Gender","Price.Sensitivity","Year.of.First.Flight","Flights.Per.Year","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Shopping.Amount.at.Airport","Eating.and.Drinking.at.Airport","Class","Day.of.Month","Flight.date","Partner.Code","Partner.Name","Origin.State","Destination.State","Scheduled.Departure.Hour","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.cancelled","Flight.time.in.minutes","Flight.Distance","Likelihood.to.recommend","olong","olat","dlong","dlat","freeText"
"5917","Atlanta, GA","Dallas, TX","Blue","47-58","Male","0",2012,"<6","<-0.75","Business travel","0",0,5,"Eco",4,"3/4/14","EV","FlyFast Airways Inc.","Texas","Georgia",9,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-96.972,32.8127,-84.3319,33.8241,NA
"5918","Atlanta, GA","Mobile, AL","Blue","47-58","Male","0",2004,"38+","-0.451 to 0.0588","Personal Travel","0",0,25,"Eco",9,"2/9/14","EV","FlyFast Airways Inc.","Alabama","Georgia",18,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-88.1635,30.6674,-84.3319,33.8241,NA
"5919","Sacramento, CA","San Diego, CA","Blue","36-46","Male","2",2004,"6-12","0.059 to 0.3768","Business travel","0",70,45,"Eco",3,"2/3/14","WN","Cheapseats Airlines Inc.","California","California",18,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-117.1288,32.9287,-121.3247,38.6386,NA
"5920","Pittsburgh, PA","Charlotte, NC","Blue","57-71","Female","1",2011,"13-25","-0.451 to 0.0588","Business travel","0",0,50,"Business",5,"2/5/14","US","Southeast Airlines Co.","North Carolina","Pennsylvania",19,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-80.8158,35.2497,-79.951,40.457,NA
"5921","Dallas, TX","Lubbock, TX","Blue","25-35","Female","1",2004,"26-38","<-0.75","Personal Travel","1+",5,65,"Eco",9,"3/9/14","WN","Cheapseats Airlines Inc.","Texas","Texas",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-101.8932,33.5592,-96.972,32.8127,NA
"5922","Atlanta, GA","Shreveport, LA","Blue","36-46","Female","1",2010,"<6","<-0.75","Business travel","1",0,60,"Business",2,"2/2/14","EV","FlyFast Airways Inc.","Louisiana","Georgia",10,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-93.7562,32.4873,-84.3319,33.8241,NA
"5923","Columbus, OH","Tampa, FL","Silver","25-35","Female","2",2012,"<6","0.059 to 0.3768","Business travel","1+",0,150,"Business",27,"3/27/14","WN","Cheapseats Airlines Inc.","Florida","Ohio",8,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-82.5132,28.0062,-82.9685,40.0212,NA
"5924","Denver, CO","Fresno, CA","Silver","25-35","Male","2",2009,"26-38","-0.451 to 0.0588","Business travel","1",0,120,"Eco",8,"2/8/14","OO","Northwest Business Airlines Inc.","California","Colorado",5,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-119.7611,36.7878,-104.9551,39.7108,NA
"5925","Columbia, SC","Atlanta, GA","Blue","25-35","Male","1",2010,"6-12","0.059 to 0.3768","Business travel","1",0,140,"Eco",19,"2/19/14","EV","FlyFast Airways Inc.","Georgia","South Carolina",13,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-84.3319,33.8241,-81.0772,34.0362,NA
"5926","New York, NY","Boston, MA","Blue","57-71","Female","2",2008,"6-12","-0.451 to 0.0588","Business travel","0",66,120,"Eco",1,"2/1/14","B6","OnlyJets Airlines Inc.","Massachusetts","New York",20,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-71.1407,42.3731,-73.9702,40.7184,NA
"5927","Denver, CO","Columbus, OH","Silver","57-71","Male","1",2009,"26-38","<-0.75","Personal Travel","1+",180,20,"Eco",2,"1/2/14","OO","Northwest Business Airlines Inc.","Ohio","Colorado",15,"10 MINS TO 20 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-82.9685,40.0212,-104.9551,39.7108,NA
"5928","Indianapolis, IN","Atlanta, GA","Silver","25-35","Female","2",2003,"26-38","-0.451 to 0.0588","Personal Travel","0",0,180,"Eco",2,"1/2/14","DL","Sigma Airlines Inc.","Georgia","Indiana",9,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-84.3319,33.8241,-86.1455,39.8113,NA
"5929","Flagstaff, AZ","Phoenix, AZ","Silver","25-35","Female","2",2011,"<6","0.3768+","Business travel","0",0,120,"Eco",26,"2/26/14","OO","Northwest Business Airlines Inc.","Arizona","Arizona",14,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-111.97,33.4941,-111.624,35.1995,NA
"5930","Atlanta, GA","Valdosta, GA","Blue","36-46","Female","2",2003,"6-12","0.059 to 0.3768","Mileage tickets","1+",131,0,"Eco",8,"1/8/14","EV","FlyFast Airways Inc.","Georgia","Georgia",11,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-83.2957,30.8759,-84.3319,33.8241,NA
"5931","Lake Charles, LA","Houston, TX","Platinum","47-58","Male","1",2004,"26-38","<-0.75","Personal Travel","1",30,90,"Business",20,"1/20/14","EV","FlyFast Airways Inc.","Texas","Louisiana",15,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-95.3935,29.7843,-93.2558,30.2447,NA
"5932","Detroit, MI","Philadelphia, PA","Silver","25-35","Female","1",2012,"<6","0.3768+","Business travel","1",0,60,"Eco",12,"2/12/14","DL","Sigma Airlines Inc.","Pennsylvania","Michigan",7,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-75.2984,39.9733,-83.2276,42.49,NA
"5933","New York, NY","Eagle, CO","Blue","<24","Female","2",2003,"6-12","<-0.75","Mileage tickets","0",180,30,"Eco",8,"3/8/14","AA","Paul Smith Airlines Inc.","Colorado","New York",9,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-106.8263,39.6446,-73.9702,40.7184,NA
"5934","Washington, DC","New York, NY","Gold","25-35","Female","1",2005,"6-12","<-0.75","Business travel","0",0,45,"Eco",27,"1/27/14","US","Southeast Airlines Co.","New York","Virginia",15,"LESS THAN 5 MINS","20 MINS TO 60 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-73.9702,40.7184,-77.1897,38.8974,NA
"5935","Buffalo, NY","Boston, MA","Silver","71+","Female","1",2008,"38+","-0.451 to 0.0588","Personal Travel","0",0,105,"Eco",25,"2/25/14","B6","OnlyJets Airlines Inc.","Massachusetts","New York",6,"LESS THAN 5 MINS","5 MINS TO 10 MINS","No","60 MINS TO 180 MINS","LESS THAN 400 MILES","0",-71.1407,42.3731,-78.8237,42.9249,NA
"5936","Baltimore, MD","Cleveland, OH","Silver","36-46","Female","1",2003,"13-25","<-0.75","Personal Travel","1+",100,125,"Eco Plus",12,"3/12/14","WN","Cheapseats Airlines Inc.","Ohio","Maryland",11,"10 MINS TO 20 MINS","20 MINS TO 60 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-81.6054,41.4436,-76.6478,39.2341,NA
"5937","Atlanta, GA","Phoenix, AZ","Blue","47-58","Female","2",2011,"13-25","-0.451 to 0.0588","Business travel","0",150,0,"Eco",12,"3/12/14","WN","Cheapseats Airlines Inc.","Arizona","Georgia",9,"0-60 Mins","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-111.97,33.4941,-84.3319,33.8241,NA
"5938","Sacramento, CA","Los Angeles, CA","Blue","<24","Female","1",2004,"6-12","0.059 to 0.3768","Business travel","0",0,85,"Eco",9,"1/9/14","WN","Cheapseats Airlines Inc.","California","California",13,"0-60 Mins","60 MINS TO 180 MINS","No","60 MINS TO 180 MINS","LESS THAN 400 MILES","1",-118.1043,33.9827,-121.3247,38.6386,NA
"5939","New Orleans, LA","Houston, TX","Blue","47-58","Female","1",2005,"6-12","0.059 to 0.3768","Business travel","1",0,65,"Business",19,"2/19/14","WN","Cheapseats Airlines Inc.","Texas","Louisiana",6,"5 MINS TO 10 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-95.3935,29.7843,-90.1437,29.9547,NA
"5940","Manchester, NH","Chicago, IL","Blue","<24","Male","2",2006,"6-12","0.059 to 0.3768","Business travel","0",6,30,"Eco",27,"3/27/14","WN","Cheapseats Airlines Inc.","Illinois","New Hampshire",20,"0-60 Mins","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-87.8954,41.8271,-71.4797,42.991,NA
"5941","Seattle, WA","Denver, CO","Platinum","36-46","Male","1",2010,"<6","0.3768+","Business travel","0",25,80,"Eco",7,"2/7/14","AS","FlyToSun Airlines Inc.","Colorado","Washington",8,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","1",-104.9551,39.7108,-122.2747,47.4684,NA
"5942","Atlanta, GA","Minneapolis, MN","Blue","57-71","Female","0",2006,"38+","-0.451 to 0.0588","Personal Travel","0",0,50,"Eco",29,"3/29/14","DL","Sigma Airlines Inc.","Minnesota","Georgia",7,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-93.2798,44.9782,-84.3319,33.8241,NA
"5943","Seattle, WA","Washington, DC","Blue","57-71","Male","1",2012,"38+","-0.451 to 0.0588","Personal Travel","0",0,15,"Business",13,"2/13/14","OU","Oursin Airlines Inc.","Virginia","Washington",8,"0-60 Mins","180+ Minutes","Yes","60 MINS TO 180 MINS","1000.0+ MILES","0",-77.1897,38.8974,-122.2747,47.4684,NA
"5944","New York, NY","Austin, TX","Platinum","36-46","Male","1",2005,"<6","0.3768+","Business travel","1+",0,20,"Eco",10,"2/10/14","DL","Sigma Airlines Inc.","Texas","New York",8,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-97.7615,30.3585,-73.9702,40.7184,NA
"5945","Detroit, MI","Boston, MA","Blue","<24","Female","1",2010,"13-25","-0.451 to 0.0588","Business travel","0",0,15,"Eco",15,"2/15/14","DL","Sigma Airlines Inc.","Massachusetts","Michigan",5,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-71.1407,42.3731,-83.2276,42.49,NA
"5946","Chicago, IL","St. Louis, MO","Gold","47-58","Female","1",2012,"<6","0.3768+","Business travel","0",25,130,"Eco",13,"1/13/14","WN","Cheapseats Airlines Inc.","Missouri","Illinois",6,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-90.3409,38.6307,-87.8954,41.8271,NA
"5947","Charlotte, NC","Columbus, OH","Blue","57-71","Female","2",2007,"13-25","-0.451 to 0.0588","Personal Travel","0",240,15,"Eco Plus",28,"2/28/14","US","Southeast Airlines Co.","Ohio","North Carolina",17,"0-60 Mins","20 MINS TO 60 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-82.9685,40.0212,-80.8158,35.2497,NA
"5948","Dallas, TX","El Paso, TX","Blue","36-46","Female","1",2003,"6-12","<-0.75","Business travel","1+",0,100,"Eco",18,"2/18/14","WN","Cheapseats Airlines Inc.","Texas","Texas",8,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-106.389,31.7802,-96.972,32.8127,NA
"5949","Crescent City, CA","San Francisco, CA","Blue","36-46","Female","2",2004,"13-25","-0.451 to 0.0588","Business travel","1",210,60,"Eco",24,"2/24/14","OO","Northwest Business Airlines Inc.","California","California",15,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","LESS THAN 400 MILES","0",-122.1585,37.6712,-124.1839,41.7843,NA
"5950","Denver, CO","Kahului, HI","Silver","57-71","Female","1",2009,"13-25","-0.451 to 0.0588","Business travel","0",0,0,"Eco",25,"3/25/14","OU","Oursin Airlines Inc.","Hawaii","Colorado",22,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-156.4779,20.8864,-104.9551,39.7108,NA
"5951","Charlotte, NC","Boston, MA","Blue","57-71","Female","1",2003,"13-25","<-0.75","Business travel","0",0,68,"Eco",14,"1/14/14","US","Southeast Airlines Co.","Massachusetts","North Carolina",8,"LESS THAN 5 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-71.1407,42.3731,-80.8158,35.2497,NA
"5952","Houston, TX","Tulsa, OK","Blue","57-71","Female","1",2009,"13-25","-0.451 to 0.0588","Business travel","0",0,20,"Business",5,"2/5/14","OO","Northwest Business Airlines Inc.","Oklahoma","Texas",18,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-95.9013,36.1054,-95.3935,29.7843,NA
"5953","Tampa, FL","Baltimore, MD","Blue","25-35","Male","1",2003,"13-25","0.059 to 0.3768","Business travel","1+",0,75,"Eco",21,"1/21/14","WN","Cheapseats Airlines Inc.","Maryland","Florida",9,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-76.6478,39.2341,-82.5132,28.0062,NA
"5954","Buffalo, NY","Chicago, IL","Blue","25-35","Female","1",2007,"13-25","0.059 to 0.3768","Business travel","1",5,65,"Eco",20,"1/20/14","MQ","EnjoyFlying Air Services","Illinois","New York",13,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","LESS THAN 60 MINS","400 MILES TO 1000.0 MILES","0",-87.8954,41.8271,-78.8237,42.9249,NA
"5955","Denver, CO","Dickinson, ND","Silver","57-71","Female","1",2004,"13-25","-0.451 to 0.0588","Personal Travel","0",80,70,"Eco",23,"3/23/14","EV","FlyFast Airways Inc.","North Dakota","Colorado",12,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-102.7868,46.8855,-104.9551,39.7108,NA
"5956","Minneapolis, MN","Los Angeles, CA","Blue","25-35","Male","1",2008,"13-25","<-0.75","Mileage tickets","1+",10,60,"Eco",19,"2/19/14","DL","Sigma Airlines Inc.","California","Minnesota",18,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","1",-118.1043,33.9827,-93.2798,44.9782,NA
"5957","Baltimore, MD","Albany, NY","Blue","47-58","Male","1",2010,"13-25","0.3768+","Personal Travel","1",0,20,"Eco",16,"3/16/14","WN","Cheapseats Airlines Inc.","New York","Maryland",18,"LESS THAN 5 MINS","5 MINS TO 10 MINS","No","60 MINS TO 180 MINS","LESS THAN 400 MILES","0",-73.7994,42.7439,-76.6478,39.2341,NA
"5958","Columbus, OH","Atlanta, GA","Blue","57-71","Female","1",2005,"<6","0.3768+","Business travel","0",0,195,"Eco",19,"2/19/14","DL","Sigma Airlines Inc.","Georgia","Ohio",20,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-84.3319,33.8241,-82.9685,40.0212,NA
"5959","Atlanta, GA","Wichita, KS","Blue","71+","Female","2",2008,"26-38","-0.451 to 0.0588","Personal Travel","0",0,30,"Eco",29,"3/29/14","EV","FlyFast Airways Inc.","Kansas","Georgia",11,"10 MINS TO 20 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-97.3273,37.6797,-84.3319,33.8241,NA
"5960","Washington, DC","Atlanta, GA","Gold","36-46","Female","1",2010,"13-25","-0.451 to 0.0588","Business travel","0",0,90,"Eco",29,"1/29/14","EV","FlyFast Airways Inc.","Georgia","Virginia",9,"0-60 Mins","180+ Minutes","Yes","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-84.3319,33.8241,-77.1897,38.8974,NA
"5961","Williston, ND","Denver, CO","Blue","71+","Female","1",2004,"38+","-0.451 to 0.0588","Personal Travel","0",12,140,"Eco",30,"1/30/14","EV","FlyFast Airways Inc.","Colorado","North Dakota",13,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-104.9551,39.7108,-103.6327,48.1657,NA
"5962","Los Angeles, CA","Hartford, CT","Blue","25-35","Female","1",2007,"6-12","0.3768+","Personal Travel","1+",5,50,"Business",24,"2/24/14","AA","Paul Smith Airlines Inc.","Connecticut","California",9,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-72.6988,41.7401,-118.1043,33.9827,NA
"5963","Tampa, FL","Denver, CO","Blue","36-46","Female","1",2003,"13-25","-0.451 to 0.0588","Business travel","1+",150,75,"Eco",28,"3/28/14","OU","Oursin Airlines Inc.","Colorado","Florida",10,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","1",-104.9551,39.7108,-82.5132,28.0062,NA
"5964","Minneapolis, MN","Tampa, FL","Blue","47-58","Male","2",2012,"26-38","-0.451 to 0.0588","Mileage tickets","0",0,30,"Eco",12,"2/12/14","DL","Sigma Airlines Inc.","Florida","Minnesota",14,"10 MINS TO 20 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","1",-82.5132,28.0062,-93.2798,44.9782,NA
"5965","Monroe, LA","Houston, TX","Blue","47-58","Male","1",2008,"6-12","<-0.75","Business travel","0",0,46,"Eco",18,"2/18/14","EV","FlyFast Airways Inc.","Texas","Louisiana",13,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-95.3935,29.7843,-92.1172,32.521,NA
"5966","Chicago, IL","Green Bay, WI","Blue","47-58","Male","1",2009,"6-12","0.3768+","Business travel","1+",0,90,"Eco",13,"3/13/14","EV","FlyFast Airways Inc.","Wisconsin","Illinois",6,"0-60 Mins","180+ Minutes","Yes","60 MINS TO 180 MINS","LESS THAN 400 MILES","0",-88.0395,44.5072,-87.8954,41.8271,NA
"5967","Denver, CO","Salt Lake City, UT","Blue","71+","Female","1",2005,"26-38","-0.451 to 0.0588","Business travel","0",0,95,"Eco Plus",16,"1/16/14","DL","Sigma Airlines Inc.","Utah","Colorado",13,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","LESS THAN 400 MILES","1",-111.9295,40.6408,-104.9551,39.7108,NA
"5968","Las Vegas, NV","Los Angeles, CA","Silver","71+","Male","1",2011,"26-38","-0.451 to 0.0588","Personal Travel","0",76,110,"Eco",8,"3/8/14","VX","Cool&Young Airlines Inc.","California","Nevada",17,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-118.1043,33.9827,-115.1672,36.1349,NA
"5969","Des Moines, IA","Houston, TX","Blue","47-58","Male","2",2004,"6-12","<-0.75","Business travel","1+",0,60,"Eco Plus",28,"2/28/14","EV","FlyFast Airways Inc.","Texas","Iowa",19,"LESS THAN 5 MINS","5 MINS TO 10 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-95.3935,29.7843,-93.6561,41.6194,NA
"5970","Atlanta, GA","New York, NY","Platinum","47-58","Female","2",2005,"<6","0.059 to 0.3768","Business travel","0",20,195,"Eco Plus",18,"3/18/14","MQ","EnjoyFlying Air Services","New York","Georgia",20,"LESS THAN 5 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-73.9702,40.7184,-84.3319,33.8241,NA
"5971","Tyler, TX","Houston, TX","Blue","36-46","Female","3",2010,"<6","0.3768+","Mileage tickets","1",0,0,"Eco",9,"3/9/14","EV","FlyFast Airways Inc.","Texas","Texas",17,"20 MINS TO 60 MINS","10 MINS TO 20 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-95.3935,29.7843,-95.3019,32.3101,NA
"5972","Phoenix, AZ","Salt Lake City, UT","Blue","25-35","Male","1",2004,"<6","0.059 to 0.3768","Business travel","0",0,30,"Eco",3,"3/3/14","WN","Cheapseats Airlines Inc.","Utah","Arizona",17,"LESS THAN 5 MINS","5 MINS TO 10 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-111.9295,40.6408,-111.97,33.4941,NA
"5973","Minneapolis, MN","St. Louis, MO","Blue","47-58","Female","2",2005,"13-25","-0.451 to 0.0588","Personal Travel","1",30,80,"Eco",1,"3/1/14","WN","Cheapseats Airlines Inc.","Missouri","Minnesota",10,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-90.3409,38.6307,-93.2798,44.9782,NA
"5974","Washington, DC","Dayton, OH","Blue","71+","Female","1",2010,"26-38","-0.451 to 0.0588","Personal Travel","0",0,10,"Eco",3,"3/3/14","EV","FlyFast Airways Inc.","Ohio","Virginia",19,"0-60 Mins","180+ Minutes","Yes","60 MINS TO 180 MINS","LESS THAN 400 MILES","0",-84.1671,39.7549,-77.1897,38.8974,NA
"5975","Houston, TX","New York, NY","Blue","<24","Male","1",2007,"<6","0.059 to 0.3768","Personal Travel","1",0,35,"Eco",28,"1/28/14","B6","OnlyJets Airlines Inc.","New York","Texas",14,"LESS THAN 5 MINS","20 MINS TO 60 MINS","No","180+ Minutes","1000.0+ MILES","0",-73.9702,40.7184,-95.3935,29.7843,NA
"5976","Washington, DC","Minneapolis, MN","Blue","57-71","Female","1",2006,"6-12","<-0.75","Personal Travel","0",10,90,"Eco",9,"2/9/14","EV","FlyFast Airways Inc.","Minnesota","Virginia",19,"LESS THAN 5 MINS","5 MINS TO 10 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-93.2798,44.9782,-77.1897,38.8974,NA
"5977","Salt Lake City, UT","Chicago, IL","Silver","47-58","Female","2",2012,"26-38","-0.451 to 0.0588","Business travel","1",0,240,"Eco",14,"2/14/14","OO","Northwest Business Airlines Inc.","Illinois","Utah",18,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-87.8954,41.8271,-111.9295,40.6408,NA
"5978","San Juan, PR","Atlanta, GA","Blue","57-71","Female","2",2011,"13-25","-0.451 to 0.0588","Personal Travel","0",30,160,"Business",2,"1/2/14","DL","Sigma Airlines Inc.","Georgia","Puerto Rico",19,"10 MINS TO 20 MINS","10 MINS TO 20 MINS","No","180+ Minutes","1000.0+ MILES","0",-84.3319,33.8241,-66.1162,18.2882,NA
"5979","Salt Lake City, UT","Fresno, CA","Blue","47-58","Female","1",2006,"26-38","-0.451 to 0.0588","Business travel","0",30,90,"Eco",9,"2/9/14","OO","Northwest Business Airlines Inc.","California","Utah",13,"0-60 Mins","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-119.7611,36.7878,-111.9295,40.6408,NA
"5980","Atlanta, GA","Grand Rapids, MI","Blue","47-58","Male","1",2012,"<6","0.3768+","Business travel","0",0,20,"Eco",27,"1/27/14","DL","Sigma Airlines Inc.","Michigan","Georgia",17,"10 MINS TO 20 MINS","5 MINS TO 10 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-85.6686,42.9429,-84.3319,33.8241,NA
"5981","Washington, DC","Atlanta, GA","Silver","36-46","Female","1",2005,"<6","0.3768+","Personal Travel","1+",255,120,"Eco",6,"3/6/14","FL","FlyHere Airways","Georgia","Virginia",13,"5 MINS TO 10 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-84.3319,33.8241,-77.1897,38.8974,NA
"5982","Minneapolis, MN","Washington, DC","Platinum","57-71","Male","1",2008,"13-25","-0.451 to 0.0588","Business travel","0",0,45,"Business",11,"2/11/14","DL","Sigma Airlines Inc.","Virginia","Minnesota",8,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-77.1897,38.8974,-93.2798,44.9782,NA
"5983","Atlanta, GA","Key West, FL","Blue","57-71","Female","1",2004,"38+","-0.451 to 0.0588","Personal Travel","0",40,75,"Business",19,"3/19/14","DL","Sigma Airlines Inc.","Florida","Georgia",10,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-81.7515,24.5696,-84.3319,33.8241,NA
