"","Partner.Name","Age","Gender","Airline.Status","Price.Sensitivity","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Class","Flights.Per.Year","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.time.in.minutes","Flight.Distance","Flight.cancelled","Likelihood.to.recommend"
"6727","Cheapseats Airlines Inc.","36-46","Female","Blue","1","0.3768+","Business travel","1","Eco","<6","10 MINS TO 20 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"6728","Sigma Airlines Inc.","47-58","Male","Blue","1","0.059 to 0.3768","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"6729","Oursin Airlines Inc.","36-46","Male","Blue","1","0.059 to 0.3768","Personal Travel","0","Eco","6-12","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6730","Sigma Airlines Inc.","36-46","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6731","OnlyJets Airlines Inc.","47-58","Male","Blue","1","<-0.75","Business travel","0","Eco","13-25","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6732","Cheapseats Airlines Inc.","25-35","Male","Silver","1","<-0.75","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6733","Cheapseats Airlines Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"6734","GoingNorth Airlines Inc.","<24","Female","Blue","1","-0.451 to 0.0588","Personal Travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6735","Northwest Business Airlines Inc.","<24","Male","Blue","1","<-0.75","Personal Travel","1+","Eco","13-25","5 MINS TO 10 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"6736","Cheapseats Airlines Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","5 MINS TO 10 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6737","EnjoyFlying Air Services","47-58","Male","Platinum","1","-0.451 to 0.0588","Mileage tickets","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6738","FlyHere Airways","25-35","Female","Blue","2","0.059 to 0.3768","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6739","Sigma Airlines Inc.","47-58","Female","Gold","2","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"6740","Sigma Airlines Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","1","Eco Plus","38+","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6741","FlyFast Airways Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Personal Travel","1+","Eco","13-25","0-60 Mins","60 MINS TO 180 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6742","Northwest Business Airlines Inc.","47-58","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","400 MILES TO 1000.0 MILES","No","1"
"6743","Cheapseats Airlines Inc.","36-46","Male","Platinum","1","-0.451 to 0.0588","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","400 MILES TO 1000.0 MILES","No","0"
"6744","Paul Smith Airlines Inc.","<24","Male","Blue","2","<-0.75","Personal Travel","1+","Eco","13-25","20 MINS TO 60 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"6745","FlyFast Airways Inc.","36-46","Male","Silver","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6746","Sigma Airlines Inc.","47-58","Female","Silver","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"6747","Northwest Business Airlines Inc.","36-46","Male","Blue","1","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6748","Sigma Airlines Inc.","36-46","Male","Blue","1","0.3768+","Business travel","0","Eco Plus","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6749","Southeast Airlines Co.","57-71","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6750","Northwest Business Airlines Inc.","25-35","Female","Blue","1","0.059 to 0.3768","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6751","Sigma Airlines Inc.","36-46","Female","Gold","1","<-0.75","Business travel","0","Business","6-12","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6752","Cheapseats Airlines Inc.","36-46","Female","Blue","2","0.3768+","Business travel","1+","Business","<6","5 MINS TO 10 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6753","Oursin Airlines Inc.","47-58","Female","Blue","1","<-0.75","Business travel","0","Eco","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6754","Southeast Airlines Co.","57-71","Male","Silver","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6755","Cheapseats Airlines Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6756","Northwest Business Airlines Inc.","57-71","Male","Platinum","1","0.3768+","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6757","Oursin Airlines Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6758","Southeast Airlines Co.","<24","Female","Blue","2","<-0.75","Business travel","1+","Business","6-12","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6759","Southeast Airlines Co.","25-35","Male","Silver","1","<-0.75","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6760","Sigma Airlines Inc.","57-71","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6761","Southeast Airlines Co.","47-58","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","5 MINS TO 10 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6762","Sigma Airlines Inc.","71+","Female","Blue","2","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6763","Paul Smith Airlines Inc.","36-46","Female","Silver","1","0.059 to 0.3768","Personal Travel","1+","Eco","6-12","0-60 Mins","180+ Minutes","180+ Minutes","1000.0+ MILES","No","1"
"6764","FlyHere Airways","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6765","Oursin Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6766","FlyFast Airways Inc.","47-58","Male","Silver","1","<-0.75","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6767","Oursin Airlines Inc.","47-58","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco Plus","6-12","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"6768","Cheapseats Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6769","Oursin Airlines Inc.","71+","Female","Silver","2","<-0.75","Personal Travel","0","Eco","13-25","0-60 Mins","60 MINS TO 180 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6770","FlyFast Airways Inc.","25-35","Female","Gold","1","0.3768+","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6771","Paul Smith Airlines Inc.","47-58","Male","Blue","1","0.3768+","Business travel","1","Eco","6-12","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6772","OnlyJets Airlines Inc.","36-46","Male","Blue","2","-0.451 to 0.0588","Mileage tickets","0","Business","26-38","5 MINS TO 10 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6773","Northwest Business Airlines Inc.","57-71","Female","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"6774","Sigma Airlines Inc.","36-46","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6775","FlyToSun Airlines Inc.","36-46","Female","Silver","2","<-0.75","Personal Travel","0","Business","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6776","Cheapseats Airlines Inc.","36-46","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","0-60 Mins","60 MINS TO 180 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6777","Paul Smith Airlines Inc.","36-46","Female","Silver","1","0.3768+","Business travel","1+","Business","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6778","FlyFast Airways Inc.","47-58","Female","Silver","2","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6779","Northwest Business Airlines Inc.","25-35","Female","Blue","2","0.3768+","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6780","FlyFast Airways Inc.","<24","Female","Blue","1","<-0.75","Business travel","0","Eco Plus","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6781","Cheapseats Airlines Inc.","<24","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6782","Southeast Airlines Co.","71+","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6783","Sigma Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6784","Oursin Airlines Inc.","<24","Female","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","26-38","0-60 Mins","60 MINS TO 180 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6785","Cheapseats Airlines Inc.","25-35","Male","Blue","1","<-0.75","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6786","Oursin Airlines Inc.","71+","Female","Silver","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6787","Oursin Airlines Inc.","71+","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","400 MILES TO 1000.0 MILES","No","1"
"6788","Paul Smith Airlines Inc.","36-46","Female","Silver","1","<-0.75","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"6789","OnlyJets Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6790","Sigma Airlines Inc.","25-35","Male","Blue","1","<-0.75","Business travel","1","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6791","FlyFast Airways Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6792","Southeast Airlines Co.","57-71","Male","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"6793","Sigma Airlines Inc.","36-46","Female","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","400 MILES TO 1000.0 MILES","No","0"
"6794","Oursin Airlines Inc.","36-46","Female","Blue","2","0.059 to 0.3768","Business travel","1+","Eco","26-38","5 MINS TO 10 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"6795","Northwest Business Airlines Inc.","36-46","Female","Blue","1","<-0.75","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6796","Cheapseats Airlines Inc.","25-35","Female","Blue","2","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"6797","Northwest Business Airlines Inc.","57-71","Female","Platinum","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6798","EnjoyFlying Air Services","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6799","Sigma Airlines Inc.","<24","Male","Blue","1","<-0.75","Mileage tickets","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6800","Oursin Airlines Inc.","47-58","Male","Blue","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","10 MINS TO 20 MINS","180+ Minutes","1000.0+ MILES","No","0"
"6801","Sigma Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Business","38+","5 MINS TO 10 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6802","Paul Smith Airlines Inc.","25-35","Female","Blue","0","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6803","Cheapseats Airlines Inc.","47-58","Male","Blue","2","<-0.75","Business travel","0","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6804","Northwest Business Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Business","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6805","Sigma Airlines Inc.","57-71","Male","Gold","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6806","Sigma Airlines Inc.","36-46","Female","Platinum","1","0.3768+","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","5 MINS TO 10 MINS","180+ Minutes","1000.0+ MILES","No","0"
"6807","Cheapseats Airlines Inc.","<24","Male","Blue","1","-0.451 to 0.0588","Personal Travel","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6808","Northwest Business Airlines Inc.","57-71","Male","Blue","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6809","Southeast Airlines Co.","25-35","Female","Blue","0","0.3768+","Business travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6810","Cheapseats Airlines Inc.","36-46","Female","Gold","1","0.3768+","Business travel","0","Eco Plus","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6811","Oursin Airlines Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6812","FlyToSun Airlines Inc.","47-58","Female","Blue","1","0.3768+","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6813","EnjoyFlying Air Services","25-35","Male","Blue","1","<-0.75","Business travel","1+","Business","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6814","Southeast Airlines Co.","47-58","Male","Blue","1","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6815","Cheapseats Airlines Inc.","25-35","Female","Blue","1","-0.451 to 0.0588","Personal Travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"6816","Cheapseats Airlines Inc.","<24","Male","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","26-38","5 MINS TO 10 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6817","Cheapseats Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6818","Cheapseats Airlines Inc.","47-58","Male","Gold","2","-0.451 to 0.0588","Business travel","0","Eco","13-25","20 MINS TO 60 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6819","Northwest Business Airlines Inc.","25-35","Male","Silver","1","-0.451 to 0.0588","Business travel","0","Business","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6820","Cheapseats Airlines Inc.","47-58","Female","Platinum","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6821","Cheapseats Airlines Inc.","57-71","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6822","Cheapseats Airlines Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6823","Sigma Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","0","0","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","Yes","1"
"6824","Cheapseats Airlines Inc.","57-71","Female","Silver","1","<-0.75","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6825","OnlyJets Airlines Inc.","25-35","Male","Silver","2","0.3768+","Business travel","1","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"6826","Cheapseats Airlines Inc.","47-58","Female","Blue","1","<-0.75","Business travel","1","Eco","13-25","10 MINS TO 20 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6827","FlyToSun Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6828","FlyFast Airways Inc.","36-46","Female","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","13-25","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6829","EnjoyFlying Air Services","57-71","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
